Genename,ORF,beta
APL4,YPR029C,-0.049143635
RIM1,YCR028C-A,-0.049080809
IES4,YOR189W,-0.0490498
VPS17,YOR132W,-0.049026971
AIM31,AIM31,-0.04896959
YIL086C,YIL086C,-0.04888027
SUM1,YDR310C,-0.048811752
STF1,YDL130W-A,-0.048807803
YNL211C,YNL211C,-0.048738391
YER140W,YER140W,-0.048724351
RPA190,YOR341W,-0.048549577
GTR1,YML121W,-0.048542637
YPR089W,YPR089W,-0.048399654
DPB11,YJL090C,-0.048333332
ASP3-1,YLR155C,-0.048314173
GPG1,YGL121C,-0.048286624
YPR147C,YPR147C,-0.048067592
ARB1,YER036C,-0.047936009
CYC2,YOR037W,-0.0479115
INO80,YGL150C,-0.047850905
PIP2,YOR363C,-0.047846922
SWC3,YAL011W,-0.047804987
YBP1,YBR216C,-0.047722494
YNL092W,YNL092W,-0.04768906
YGR067C,YGR067C,-0.04760797
HNT2,YDR305C,-0.04752374
MDH3,YDL078C,-0.047516369
HTB1,YDR224C,-0.046927955
TAO3,YIL129C,-0.046890153
RCO1,YMR075W,-0.046784492
MTM1,YGR257C,-0.046773634
RPD3,YNL330C,-0.046772007
YKL165C-A,YKL165C-A,-0.046645519
RRP46,YGR095C,-0.046568808
HOS2,YGL194C,-0.046467118
HIS3,YOR202W,-0.046399308
YLR099W-A,YLR099W-A,-0.046200921
NRG2,YBR066C,-0.046192425
AIM7,YDR063W,-0.046122549
EPS1,YIL005W,-0.046063842
PRE7,YBL041W,-0.04606289
YAR028W,YAR028W,-0.04566406
NTH1,YDR001C,-0.045392772
REP2,R0040C,-0.045265793
MLH1,YMR167W,-0.045225913
RTG2,YGL252C,-0.045116567
YLR410W-A,YLR410W-A,-0.04468913
YNL305C,YNL305C,-0.044617833
FMP27,YLR454W,-0.04456034
LEU3,YLR451W,-0.044185235
GBP2,YCL011C,-0.044073603
FAU1,YER183C,-0.044069484
CHA1,YCL064C,-0.04404702
RAD26,YJR035W,-0.043833311
TOM7,YNL070W,-0.043813483
DNF2,YDR093W,-0.04360295
MGA1,YGR249W,-0.043450996
SHE10,YGL228W,-0.043403004
PUF3,YLL013C,-0.043372361
REP1,R0020C,-0.043263331
RNA15,YGL044C,-0.042837418
UIP3,YAR027W,-0.042383897
BZZ1,YHR114W,-0.042380444
SER33,YIL074C,-0.042336511
GCN2,YDR283C,-0.0422579
SRP54,YPR088C,-0.042242289
HMG1,YML075C,-0.041839779
ISU1,YPL135W,-0.041836523
BOI1,YBL085W,-0.041549341
SPO73,YER046W,-0.041438888
YBL010C,YBL010C,-0.041390414
SUI1,YNL244C,-0.041172108
RPN2,YIL075C,-0.040945623
CCS1,YMR038C,-0.040605129
YGR054W,YGR054W,-0.040590286
UBC1,YDR177W,-0.040527418
SBA1,YKL117W,-0.040380177
SRL3,YKR091W,-0.040175809
YKL136W,YKL136W,-0.040170537
DSN1,YIR010W,-0.040035034
RAD3,YER171W,-0.04001486
YJR124C,YJR124C,-0.03972149
CAP1,YKL007W,-0.039585405
LRP1,YHR081W,-0.039145188
LRS4,YDR439W,-0.039143152
SIP4,YJL089W,-0.038934173
PAN3,YKL025C,-0.038875182
COQ10,YOL008W,-0.038494198
PIH1,YHR034C,-0.038244291
DYN2,YDR424C,-0.03820613
REV3,YPL167C,-0.037918241
YGR169C-A,YGR169C-A,-0.037745331
YPR071W,YPR071W,-0.037719371
RSC9,YML127W,-0.037669072
YAP1802,YGR241C,-0.037508851
UTR1,YJR049C,-0.037507765
SEC20,YDR498C,-0.037424932
SNO1,YMR095C,-0.037409515
GLO1,YML004C,-0.037351424
ABP1,YCR088W,-0.03728147
PGM3,PGM3,-0.037118717
AVT7,YIL088C,-0.036786629
ADE12,YNL220W,-0.036621452
YNL046W,YNL046W,-0.03660825
RGA2,YDR379W,-0.036591436
DEP1,YAL013W,-0.036576207
POP8,YBL018C,-0.036319986
OPI1,YHL020C,-0.036151022
AIM27,AIM27,-0.036094284
NPR2,YEL062W,-0.035602285
DCC1,YCL016C,-0.035471195
NCR1,YPL006W,-0.035311978
SWC4,YGR002C,-0.035159682
ADR1,YDR216W,-0.035143014
ECM1,YAL059W,-0.035061345
YKR023W,YKR023W,-0.034835333
IES2,YNL215W,-0.03479737
SEC13,YLR208W,-0.034777895
REX3,YLR107W,-0.034470164
SIR4,YDR227W,-0.034268589
UGO1,YDR470C,-0.034147734
PEX30,YLR324W,-0.034108663
MAL32,YBR299W,-0.033859774
RRD1,YIL153W,-0.033744849
CUP1-1,YHR053C,-0.033737999
YOL162W,YOL162W,-0.03372579
ERP5,YHR110W,-0.033344803
ADA2,YDR448W,-0.033339539
SIP2,YGL208W,-0.032850194
UFO1,YML088W,-0.032699873
PFY1,YOR122C,-0.032505195
AFT1,YGL071W,-0.032426946
TRS130,YMR218C,-0.032383247
MRL1,YPR079W,-0.031929037
PFK2,YMR205C,-0.031892332
ATG34,YOL083W,-0.031806976
CPR2,YHR057C,-0.03180477
MAP2,YBL091C,-0.031589232
ZWF1,YNL241C,-0.031509386
PDE1,YGL248W,-0.031249983
GPI13,YLL031C,-0.031049731
YPL066W,YPL066W,-0.030731353
SNF8,YPL002C,-0.030531667
AI5_ALPHA,Q0070,-0.030495929
KRE2,YDR483W,-0.030227256
TMA10,YLR327C,-0.030052389
CNA1,YLR433C,-0.03003676
FTR1,YER145C,-0.030031776
COX5A,YNL052W,-0.030004813
TPK3,YKL166C,-0.029752665
YDR336W,YDR336W,-0.029723845
PAU23,YLR037C,-0.029527756
POT1,YIL160C,-0.029397605
HSH49,YOR319W,-0.02926905
NPP1,YCR026C,-0.029224573
SXM1,YDR395W,-0.029067206
VTI1,YMR197C,-0.0290437
FHN1,YGR131W,-0.029010494
FPR3,YML074C,-0.028367843
COS9,YKL219W,-0.027651469
BET3,YKR068C,-0.02749053
MUS81,YDR386W,-0.027071102
NCS6,YGL211W,-0.026697406
RRN11,YML043C,-0.026619064
ADE3,YGR204W,-0.026183136
MGS1,YNL218W,-0.02612375
PLB1,YMR008C,-0.026060046
RRP7,YCL031C,-0.025935775
CUP1-2,YHR055C,-0.025886874
PCL10,YGL134W,-0.025668434
GAL4,YPL248C,-0.025484258
SIR1,YKR101W,-0.025322876
YKL063C,YKL063C,-0.025053274
CEX1,YOR112W,-0.024823492
YNL155W,YNL155W,-0.02480329
APL3,YBL037W,-0.024742799
ECM5,YMR176W,-0.024731605
BI4,Q0120,-0.024664405
BRE5,YNR051C,-0.024605374
ADE2,YOR128C,-0.024550318
MYO1,YHR023W,-0.024151954
YJR142W,YJR142W,-0.024031945
ATG26,YLR189C,-0.023986275
CKI1,YLR133W,-0.023784729
IML1,YJR138W,-0.023693489
SNU23,YDL098C,-0.023664089
APC4,YDR118W,-0.023647644
YHR162W,YHR162W,-0.023491864
IDI1,YPL117C,-0.023431324
ATP22,YDR350C,-0.022608762
PPZ2,YDR436W,-0.022309151
RRN3,YKL125W,-0.022187707
YBR230W-A,YBR230W-A,-0.022039326
SEC15,YGL233W,-0.021768994
RPN3,YER021W,-0.021605118
RGP1,YDR137W,-0.02143512
EST1,YLR233C,-0.021385543
STI1,YOR027W,-0.021140466
NCA3,YJL116C,-0.021060453
GUP1,YGL084C,-0.020969915
IRC23,YOR044W,-0.0209314
CAJ1,YER048C,-0.020848649
YDR391C,YDR391C,-0.020790262
KIP2,YPL155C,-0.020686829
STH1,YIL126W,-0.020510025
YHL008C,YHL008C,-0.020471576
JEN1,YKL217W,-0.020320586
SHM2,YLR058C,-0.02027386
RPT5,YOR117W,-0.020150339
YDR387C,YDR387C,-0.019350873
MET30,YIL046W,-0.019275702
YPL119C-A,YPL119C-A,-0.019225855
STB4,YMR019W,-0.019056925
SAC6,YDR129C,-0.01842561
YMR210W,YMR210W,-0.018368035
PDR12,YPL058C,-0.018357856
RPT4,YOR259C,-0.018277895
FAA1,YOR317W,-0.018272482
RAD50,YNL250W,-0.017923531
BCY1,YIL033C,-0.017875005
TOK1,YJL093C,-0.017767181
RSA1,YPL193W,-0.017714429
YRA2,YKL214C,-0.017708525
PIB2,YGL023C,-0.017654363
YNL193W,YNL193W,-0.017642697
ALT1,YLR089C,-0.017563216
PIR3,YKL163W,-0.017452502
POM34,YLR018C,-0.017288028
ARP7,YPR034W,-0.016894466
VPS5,YOR069W,-0.016846739
RPN12,YFR052W,-0.016012803
YOR262W,YOR262W,-0.015931902
RAI1,YGL246C,-0.015896174
RIB5,YBR256C,-0.015683767
YGR149W,YGR149W,-0.015663403
PXL1,YKR090W,-0.015105095
RRG9,YNL213C,-0.014742345
VPS68,YOL129W,-0.014231118
OST1,YJL002C,-0.014000301
YLR241W,YLR241W,-0.013970701
YDR026C,YDR026C,-0.013952589
RSC4,YKR008W,-0.013826734
EAF3,YPR023C,-0.013752744
DLD1,YDL174C,-0.013730058
YCR023C,YCR023C,-0.013450636
SUR1,YPL057C,-0.01319784
HOS3,YPL116W,-0.012731494
SCY1,YGL083W,-0.012567345
KTR4,YBR199W,-0.012538392
YPR036W-A,YPR036W-A,-0.012492995
PTC2,YER089C,-0.01247026
ERG25,YGR060W,-0.012416718
ISA1,YLL027W,-0.01239389
DSS4,YPR017C,-0.012260491
COB,Q0105,-0.012160471
CHS5,YLR330W,-0.01196979
SUB1,YMR039C,-0.011710653
ASP3-2,YLR157C,-0.011517932
YJR061W,YJR061W,-0.010932049
OPI3,YJR073C,-0.010790811
VPS55,YJR044C,-0.010634798
SFP1,YLR403W,-0.010452889
ALK1,YGL021W,-0.010443675
SPT15,YER148W,-0.010387872
TMS1,YDR105C,-0.010199117
YRF1-8,YOR396W,-0.010154579
IVY1,YDR229W,-0.010123374
PRE6,YOL038W,-0.009938224
CFT2,YLR115W,-0.009776841
RGT1,YKL038W,-0.009766195
KEM1,KEM1,-0.0097581
PCI8,YIL071C,-0.009733746
ERV2,YPR037C,-0.009420665
PAF1,YBR279W,-0.009229796
IMP1,YMR150C,-0.00911829
UBS1,YBR165W,-0.008844903
CDC73,YLR418C,-0.008633667
YDL158C,YDL158C,-0.008618031
FRT1,YOR324C,-0.008332138
SNU56,YDR240C,-0.008290794
RPB2,YOR151C,-0.008281962
IST2,YBR086C,-0.008231393
YOL087C,YOL087C,-0.00794783
VNX1,YNL321W,-0.00764617
BCH1,YMR237W,-0.007592717
PLC1,YPL268W,-0.007415299
SFB2,YNL049C,-0.006735412
REC8,YPR007C,-0.006606211
YEL034C-A,YEL034C-A,-0.006539647
TPD3,YAL016W,-0.006456818
MSA2,YKR077W,-0.005940445
HKR1,YDR420W,-0.005897293
PSD2,YGR170W,-0.005519923
NUT1,YGL151W,-0.005403481
SPC110,YDR356W,-0.005328648
PUN1,YLR414C,-0.005263725
PBI2,YNL015W,-0.00509035
DOT5,YIL010W,-0.004792397
STS1,YIR011C,-0.004312094
MSB3,YNL293W,-0.00427555
HSP82,YPL240C,-0.004114576
PSA1,YDL055C,-0.004057076
EPT1,YHR123W,-0.003996427
VPS4,YPR173C,-0.003906624
CCW14,YLR390W-A,-0.003707104
PEF1,YGR058W,-0.003686819
APS1,YLR170C,-0.00364863
LSC1,YOR142W,-0.003579256
SSL1,YLR005W,-0.003382104
VPS72,YDR485C,-0.00318746
MRN1,YPL184C,-0.003005942
PSP1,YDR505C,-0.002896844
TCM62,YBR044C,-0.002799868
YMR114C,YMR114C,-0.002524441
STP1,YDR463W,-0.002476827
RAF1,R0030W,-0.002376692
YET3,YDL072C,-0.002315218
RAD24,YER173W,-0.002140573
MMT2,YPL224C,-0.00201568
CIN2,YPL241C,-0.002002194
DOM34,YNL001W,-0.001710105
GTS1,YGL181W,-0.001645005
YRF1-6,YNL339C,-0.001320968
LEO1,YOR123C,-0.00107411
MMS2,YGL087C,-0.001028778
YLR173W,YLR173W,-0.000987859
YDR003W-A,YDR003W-A,-0.000567389
TSC13,YDL015C,-0.000566404
SDH1,YKL148C,-0.000565074
RNH70,YGR276C,-0.000434142
VPS74,YDR372C,-0.000372921
NAS6,YGR232W,-0.000323714
HPR1,YDR138W,-0.00029587
VID27,YNL212W,-0.000166975
PMR1,YGL167C,-0.000145915
AVT6,YER119C,0.000259069
YAL044W-A,YAL044W-A,0.000518744
MND2,YIR025W,0.000534542
RGT2,YDL138W,0.000603838
YEL068C,YEL068C,0.000662217
LYS2,YBR115C,0.00087268
TAH1,YCR060W,0.001025735
YPL109C,YPL109C,0.001552468
INH1,YDL181W,0.001875269
PEX19,YDL065C,0.001920109
YMR160W,YMR160W,0.002037137
SKS1,YPL026C,0.002492104
STP22,YCL008C,0.002540285
PPH3,YDR075W,0.002787816
SKN7,YHR206W,0.002814048
RDS3,YPR094W,0.003133402
PET494,YNR045W,0.003168662
ARP8,YOR141C,0.003210064
RSF1,YMR030W,0.003393884
UBP5,YER144C,0.003403568
UTP11,YKL099C,0.003417115
MEC3,YLR288C,0.003829161
HSP33,YOR391C,0.004174178
KSS1,YGR040W,0.004364103
TLG2,YOL018C,0.004621703
ABP140,YOR239W,0.004716052
SOH1,YGL127C,0.004755417
YPR063C,YPR063C,0.005312145
ROX1,YPR065W,0.005403775
PCK1,YKR097W,0.005631221
LSM3,YLR438C-A,0.005659468
SCS2,YER120W,0.00585649
GET1,YGL020C,0.006000034
EEB1,YPL095C,0.006076162
ATG11,YPR049C,0.006080599
SWH1,YAR042W,0.006454616
WTM1,YOR230W,0.007033731
AI4,Q0065,0.007197536
BSC2,YDR275W,0.007802617
CAF130,YGR134W,0.007952784
RIM8,YGL045W,0.008133866
YPR1,YDR368W,0.008149166
SIS1,YNL007C,0.00816937
RAD6,YGL058W,0.008177524
SAN1,YDR143C,0.008743074
ADE5%2C7,ADE5%2C7,0.008827146
VPS20,YMR077C,0.009267105
VAN1,YML115C,0.009428224
ARC40,YBR234C,0.009607365
NUP170,YBL079W,0.00970585
RSC8,YFR037C,0.009832116
UPC2,YDR213W,0.010002604
HOS4,YIL112W,0.010099519
RHO1,YPR165W,0.010255217
DPL1,YDR294C,0.010307176
YGR042W,YGR042W,0.010478683
AIM3,YBR108W,0.01064936
YKL050C,YKL050C,0.010835353
CNN1,YFR046C,0.01111942
HIT1,YJR055W,0.011144021
SAP1,YER047C,0.011220487
TAD2,YJL035C,0.01123322
VID24,YBR105C,0.011275878
MTR2,YKL186C,0.011456541
YEL077C,YEL077C,0.011579955
SEC7,YDR170C,0.011629197
YBL086C,YBL086C,0.011739998
YIP4,YGL198W,0.011981673
BIT2,YBR270C,0.012045615
RAV1,YJR033C,0.012360235
ADE1,YAR015W,0.012443724
OCA5,YHL029C,0.012520919
VHS2,YIL135C,0.012702866
LIF1,YGL090W,0.01280504
CCR4,YAL021C,0.013074049
HPA2,YPR193C,0.013589428
PHO8,YDR481C,0.013606706
KRE1,YNL322C,0.014707118
MDM1,YML104C,0.0148447
COX6,YHR051W,0.015297192
YBL113C,YBL113C,0.015463936
TAF2,YCR042C,0.015653665
SIN4,YNL236W,0.015664256
OYE2,YHR179W,0.016392729
MRS6,YOR370C,0.016626645
DLD3,YEL071W,0.016917765
ARO9,YHR137W,0.016939888
IRE1,YHR079C,0.017054839
YDR042C,YDR042C,0.017326131
CTK1,YKL139W,0.017572318
RPN5,YDL147W,0.017760004
BOP3,YNL042W,0.017762923
MDM12,YOL009C,0.018194667
DGA1,YOR245C,0.018283654
SAP155,YFR040W,0.018294877
THO1,YER063W,0.018315358
TRK2,YKR050W,0.018343887
MCT1,YOR221C,0.018852744
GRX2,YDR513W,0.019277323
SOV1,YMR066W,0.019307618
VPS35,YJL154C,0.019352236
YNL295W,YNL295W,0.019560887
YUH1,YJR099W,0.019722824
ECM27,YJR106W,0.020281715
RGC1,YPR115W,0.020378562
PRP22,YER013W,0.020609285
HEM4,YOR278W,0.020750356
UFE1,YOR075W,0.021190729
COS2,YBR302C,0.021515057
LCL3,YGL085W,0.02152533
EMC4,YGL231C,0.021860339
SBH2,YER019C-A,0.021954288
ASA1,YPR085C,0.02216743
MCX1,YBR227C,0.022195172
YBR204C,YBR204C,0.022355522
ERV14,YGL054C,0.022965247
FIP1,YJR093C,0.023248289
SPT5,YML010W,0.023325866
CDC39,YCR093W,0.023742497
YHR054C,YHR054C,0.023885093
CRM1,YGR218W,0.02399803
YEF1,YEL041W,0.024059943
SEC6,YIL068C,0.024332062
YLL054C,YLL054C,0.024531375
RAD18,YCR066W,0.024552202
SPO20,YMR017W,0.024594942
MLP1,YKR095W,0.024859879
YPS3,YLR121C,0.025212213
YHR140W,YHR140W,0.025563874
SYP1,YCR030C,0.025575341
YHR078W,YHR078W,0.026552767
PXA1,YPL147W,0.026692569
MIC14,MIC14,0.026703649
WHI4,YDL224C,0.026768657
KRE9,YJL174W,0.027167326
VPS73,YGL104C,0.027170976
EXG2,YDR261C,0.027270284
END3,YNL084C,0.027389685
SIR3,YLR442C,0.02786399
UBC6,YER100W,0.028119901
TPO3,YPR156C,0.028146022
BBC1,YJL020C,0.028253772
POP7,YBR167C,0.028380534
GFD1,YMR255W,0.028438246
VMA9,YCL005W-A,0.028687279
PRE9,YGR135W,0.029204636
COS8,YHL048W,0.029276425
PIB1,YDR313C,0.029458522
YDR134C,YDR134C,0.029474356
ECM7,YLR443W,0.029622169
BNA5,YLR231C,0.029635828
YDR094W,YDR094W,0.029670991
MGR1,YCL044C,0.029834589
GSH1,YJL101C,0.030005936
YKL177W,YKL177W,0.030059192
SSO1,YPL232W,0.030084792
YLR252W,YLR252W,0.03036375
OMA1,YKR087C,0.031266418
GDI1,YER136W,0.031287315
FZO1,YBR179C,0.031368117
FAS2,YPL231W,0.031470504
MRP8,YKL142W,0.031819656
VAB2,YEL005C,0.032112059
YHR045W,YHR045W,0.032236372
DML1,YMR211W,0.032273253
CAT5,YOR125C,0.032757408
ART5,YGR068C,0.03278855
AIM25,YJR100C,0.032928182
MOH1,YBL049W,0.03312396
MMT1,YMR177W,0.033380122
UGA3,YDL170W,0.033424706
CMK2,YOL016C,0.033500695
NIP100,YPL174C,0.034573371
STR2,YJR130C,0.034715258
GLN3,YER040W,0.034760203
CET1,YPL228W,0.034907768
HAL9,YOL089C,0.034930478
BCK1,YJL095W,0.034987327
YHR050W-A,YHR050W-A,0.035075778
MSH5,YDL154W,0.035183099
PMP3,YDR276C,0.035306495
MTF2,YDL044C,0.035403602
YAF9,YNL107W,0.035520976
DAM1,YGR113W,0.035910022
ADI1,YMR009W,0.03604837
AKL1,YBR059C,0.036414471
DLT1,YMR126C,0.037086855
RSC30,YHR056C,0.037319102
SSL2,YIL143C,0.037624917
HUL5,YGL141W,0.037765243
SAM37,YMR060C,0.038070656
NAB6,YML117W,0.038143286
KIP3,YGL216W,0.038317755
GNA1,YFL017C,0.038641619
FMP52,YER004W,0.03957375
RSE1,YML049C,0.040079917
TRS120,YDR407C,0.040351986
REB1,YBR049C,0.040420724
IRC11,IRC11,0.040525177
YPR053C,YPR053C,0.040757374
RPT1,YKL145W,0.040938311
MSS18,YPR134W,0.041025132
NSP1,YJL041W,0.04162788
PHO87,YCR037C,0.041936257
YML009W-B,YML009W-B,0.042124678
GYP7,YDL234C,0.04234577
FZF1,YGL254W,0.042452761
RIM20,YOR275C,0.043369723
THI73,YLR004C,0.043399429
SRO9,YCL037C,0.043457326
ZRT2,YLR130C,0.043494792
POP5,YAL033W,0.043519848
DGK1,YOR311C,0.043577548
YBR062C,YBR062C,0.043701805
SSD1,YDR293C,0.043938353
TFC3,YAL001C,0.043975957
TMA17,YDL110C,0.04398483
YDR286C,YDR286C,0.043987374
CHZ1,YER030W,0.044029968
MPS3,YJL019W,0.04406607
SEC18,YBR080C,0.044189443
RSC58,YLR033W,0.044269228
BI3,Q0115,0.044519446
YDR182W-A,YDR182W-A,0.044917852
YNL146W,YNL146W,0.04500304
AIM23,YJL131C,0.045191451
GPD2,YOL059W,0.045587167
TAF7,YMR227C,0.045609285
TEL1,YBL088C,0.045622541
SLM1,YIL105C,0.045735839
ECM31,YBR176W,0.045957323
HRK1,YOR267C,0.045990537
TAF6,YGL112C,0.046732446
NPL3,YDR432W,0.048139003
HST1,YOL068C,0.04850366
AME1,YBR211C,0.048619848
COT1,YOR316C,0.048654266
STE5,YDR103W,0.048679518
QCR10,YHR001W-A,0.048812713
HSH155,YMR288W,0.049044664
CPA1,YOR303W,0.049210448
KEL1,YHR158C,0.04926292
EBS1,YDR206W,0.049347156
RBS1,YDL189W,0.04935896
YBR137W,YBR137W,0.049369695
ARP4,YJL081C,0.049969895
YDR239C,YDR239C,0.050524624
MPT5,YGL178W,0.051024837
NHP6B,YBR089C-A,0.051158283
SWP1,YMR149W,0.051343206
SPO7,YAL009W,0.051451622
TCB2,YNL087W,0.051738132
YDR210C-C,YDR210C-C,0.051974951
BDF1,YLR399C,0.052073742
TRR1,YDR353W,0.05264455
DRS2,YAL026C,0.052648474
URN1,YPR152C,0.052969537
SKI2,YLR398C,0.053271467
PRR1,YKL116C,0.053367999
YCR076C,YCR076C,0.053613852
ART10,YLR392C,0.053642255
RTC1,YOL138C,0.053664366
ISC1,YER019W,0.053667289
SAP30,YMR263W,0.053766099
YKR096W,YKR096W,0.053845252
OSH2,YDL019C,0.054190459
SPC29,YPL124W,0.054262547
FYV10,YIL097W,0.054362543
CUE5,YOR042W,0.054430184
YOL036W,YOL036W,0.054634002
TAF3,YPL011C,0.055126997
FMP21,FMP21,0.055139431
NIF3,YGL221C,0.055778539
LEA1,YPL213W,0.055819681
GET2,YER083C,0.056255514
SAK1,YER129W,0.056865255
PFS2,YNL317W,0.057065356
HRR25,YPL204W,0.057079339
SYT1,YPR095C,0.05772865
SIN3,YOL004W,0.058460002
AZR1,YGR224W,0.058543705
OAZ1,YPL052W,0.058786917
VID30,YGL227W,0.058793162
CUP9,YPL177C,0.058842069
RPI1,YIL119C,0.058895345
FMP23,YBR047W,0.058951576
RNR2,YJL026W,0.058996363
CHO1,YER026C,0.059136616
PML39,YML107C,0.059294656
MYO5,YMR109W,0.059637546
MSC7,YHR039C,0.059818906
YBT1,YLL048C,0.0598674
VPS15,YBR097W,0.059965321
NAR1,YNL240C,0.060058644
YMR295C,YMR295C,0.060104448
YER010C,YER010C,0.060169458
CBS1,YDL069C,0.060481092
SHU1,YHL006C,0.060664282
YDR433W,YDR433W,0.06092258
SPN1,YPR133C,0.061163753
LIP1,YMR298W,0.061209687
HMX1,YLR205C,0.061383118
YGR250C,YGR250C,0.061629415
HRD1,YOL013C,0.061924179
FBP26,YJL155C,0.062088788
TAT1,YBR069C,0.06218081
FPS1,YLL043W,0.062816827
PRE10,YOR362C,0.063216328
NMD4,YLR363C,0.063381832
YGL088W,YGL088W,0.063456825
ALY1,YKR021W,0.063672488
TRP4,YDR354W,0.063685687
YKL091C,YKL091C,0.06369477
YFL042C,YFL042C,0.06370904
CLG1,YGL215W,0.064224466
TGL5,YOR081C,0.064447819
CTR9,YOL145C,0.06479994
NHP10,YDL002C,0.06489531
BUD27,YFL023W,0.065459282
CLB4,YLR210W,0.065692
SOD1,YJR104C,0.066712076
RER1,YCL001W,0.067070471
HUL4,YJR036C,0.06721346
ENT3,YJR125C,0.068122291
LDB7,YBL006C,0.068179572
FAR10,YLR238W,0.06884573
KEX2,YNL238W,0.069026906
UFD1,YGR048W,0.069322888
EAF5,YEL018W,0.069718376
VPS27,YNR006W,0.069807393
RPN13,YLR421C,0.070072956
SED5,YLR026C,0.07032397
NRM1,YNR009W,0.070473282
YPR130C,YPR130C,0.070473299
AIM2,YAL049C,0.070690947
SHP1,YBL058W,0.070791387
SHR3,YDL212W,0.07083485
YTA7,YGR270W,0.070903605
PPX1,YHR201C,0.071351593
DAL5,YJR152W,0.071406003
GIS4,YML006C,0.071627281
PCS60,YBR222C,0.072752477
MXR2,YCL033C,0.072841645
SMC6,YLR383W,0.073001111
SCO2,YBR024W,0.073128961
YNL108C,YNL108C,0.073177636
AI3,Q0060,0.073258912
APL5,YPL195W,0.0734837
FCP1,YMR277W,0.073942464
MEC1,YBR136W,0.074311714
EAP1,YKL204W,0.074536524
HSP104,YLL026W,0.074563525
YLR154C-G,YLR154C-G,0.074606696
DIT1,YDR403W,0.074927947
COS4,YFL062W,0.075068393
SNF4,YGL115W,0.075225541
DID4,YKL002W,0.075530794
DOA1,YKL213C,0.075559627
OLI1,Q0130,0.075802099
FSH2,YMR222C,0.076273885
YOS9,YDR057W,0.076371694
CRR1,YLR213C,0.076554283
TIF4632,YGL049C,0.076630475
RGS2,YOR107W,0.076632657
TCB3,YML072C,0.076969391
STE50,YCL032W,0.07725399
GPT2,YKR067W,0.077394896
COQ6,YGR255C,0.077580398
KIN2,YLR096W,0.077619729
AIM39,YOL053W,0.077817592
REF2,YDR195W,0.078658877
BI2,Q0110,0.078692855
MSK1,YNL073W,0.078810782
YPT52,YKR014C,0.079076499
DAL82,YNL314W,0.080261178
MATALPHA2,YCR039C,0.0805614
GYP5,YPL249C,0.08124238
SCM4,YGR049W,0.08139943
PGA3,YML125C,0.081542177
TYE7,YOR344C,0.08193111
COS111,YBR203W,0.081934537
CAB4,YGR277C,0.082106615
MTC1,YJL123C,0.082266037
YJU3,YKL094W,0.082344869
MED2,YDL005C,0.08255295
AAT1,YKL106W,0.082868902
ISN1,YOR155C,0.083343282
PET10,PET10,0.083957212
SEC3,YER008C,0.084556999
TUS1,YLR425W,0.084576816
YGR025W,YGR025W,0.084983276
AI1,Q0050,0.085538544
TGL4,YKR089C,0.085617495
NUP42,YDR192C,0.08577138
ARP2,YDL029W,0.085915353
STE4,YOR212W,0.085919524
RSF2,YJR127C,0.086014102
OTU1,YFL044C,0.086316033
RAV2,YDR202C,0.086700063
YBR241C,YBR241C,0.086802442
SYF1,YDR416W,0.087333528
ZRG17,YNR039C,0.087403171
AI2,Q0055,0.087419201
ODC1,YPL134C,0.087578307
SNX4,YJL036W,0.08824883
PTC3,YBL056W,0.088332875
YPL039W,YPL039W,0.0887496
JID1,YPR061C,0.08926359
KTR6,YPL053C,0.089456362
YJL070C,YJL070C,0.089680348
YDR056C,YDR056C,0.089971194
AFG2,YLR397C,0.091218924
PYK2,YOR347C,0.091240655
RVS167,YDR388W,0.091928848
NMA1,YLR328W,0.092008064
PET130,YJL023C,0.092121184
ALF1,YNL148C,0.093028734
YLR301W,YLR301W,0.093091369
TRK1,YJL129C,0.093207368
CAN1,YEL063C,0.093318266
BUB3,YOR026W,0.093377408
DET1,YDR051C,0.093451454
ATG13,YPR185W,0.093796391
UBP3,YER151C,0.093835565
RCN2,YOR220W,0.093853909
RMI1,YPL024W,0.093985297
SPA2,YLL021W,0.094056531
UBA1,YKL210W,0.094067496
SPO71,YDR104C,0.094592075
ROG1,YGL144C,0.094598758
YIL029C,YIL029C,0.095282995
HMLALPHA2,YCL067C,0.095288479
MKK1,YOR231W,0.095382071
YER121W,YER121W,0.095637313
CHK1,YBR274W,0.095982773
RAD5,YLR032W,0.096522414
RFX1,YLR176C,0.096648587
YDL199C,YDL199C,0.097005561
YLR271W,YLR271W,0.097042778
SEM1,YDR363W-A,0.097260965
COX18,YGR062C,0.097275723
ERG9,YHR190W,0.097517209
NSG2,YNL156C,0.097661872
YPR084W,YPR084W,0.098167182
CDC11,YJR076C,0.098414663
STE13,YOR219C,0.098757839
NUP192,YJL039C,0.098920493
YJL055W,YJL055W,0.09930039
SCM3,YDL139C,0.099306394
PTP2,YOR208W,0.099324986
TAP42,YMR028W,0.099576762
PRP6,YBR055C,0.099630791
RTF1,YGL244W,0.100045906
DCP2,YNL118C,0.100350368
YBR056W,YBR056W,0.100699029
YBL039W-B,YBL039W-B,0.101078119
DIF1,YLR437C,0.101191723
SPC105,YGL093W,0.101290576
COS1,YNL336W,0.101490085
DIP5,YPL265W,0.101614945
HNT1,YDL125C,0.101859137
CDC34,YDR054C,0.101949238
GYP1,YOR070C,0.102094033
RMP1,YLR145W,0.102603002
